,age,sex,height,kid_no,purchase
2226,34,1,175,2,1
2227,53,1,158,2,1
2228,24,0,162,2,1
2229,30,1,173,1,0
2230,38,0,154,0,0
2231,56,1,173,0,1
2232,28,1,179,2,0
2233,29,1,178,0,1
2234,33,1,145,1,0
2235,32,1,141,1,0
2236,49,1,145,1,1
2237,34,0,178,1,0
2238,33,0,171,1,0
2239,29,1,173,0,0
2240,32,0,180,1,0
2241,57,0,184,0,1
2242,49,1,141,2,1
2243,31,0,160,0,0
2244,44,1,178,0,1
2245,28,0,179,1,0
2246,35,0,160,1,0
2247,52,0,153,1,0
2248,36,1,183,0,1
2249,31,0,159,0,0
2250,35,0,183,1,0
2251,45,1,165,1,1
2252,41,0,141,0,1
2253,42,1,184,2,0
2254,37,0,145,1,0
2255,48,0,145,0,1
2256,47,0,164,1,0
2257,28,0,166,0,0
2258,47,1,168,1,1
2259,48,1,174,1,1
2260,59,0,164,2,0
2261,59,1,160,2,1
2262,55,1,157,1,1
2263,50,0,140,0,1
2264,29,0,174,2,1
2265,37,0,170,0,0
2266,36,0,146,1,0
2267,20,0,144,1,0
2268,46,1,148,2,1
2269,27,1,159,1,0
2270,38,1,143,1,0
2271,31,0,172,1,0
2272,32,1,143,2,1
2273,33,1,179,1,0
2274,28,0,166,0,0
2275,38,1,159,2,1
2276,37,0,152,1,0
2277,54,1,140,1,1
2278,31,0,161,1,0
2279,43,1,160,1,1
2280,26,0,182,2,1
2281,34,0,142,2,0
2282,21,0,140,2,0
2283,34,0,157,1,0
2284,57,0,172,0,1
2285,26,1,174,0,0
2286,29,1,181,1,0
2287,23,0,145,2,0
2288,29,1,178,1,0
2289,54,1,158,1,1
2290,50,0,158,0,1
2291,21,0,172,2,1
2292,58,0,178,2,0
2293,34,0,164,1,0
2294,36,1,140,2,1
2295,50,0,148,0,1
2296,33,1,173,0,0
2297,42,0,143,2,0
2298,55,0,184,2,0
2299,43,0,184,2,0
2300,57,1,151,1,1
2301,49,1,141,0,1
2302,46,0,181,1,0
2303,38,0,166,2,1
2304,42,0,164,1,0
2305,26,1,162,1,0
2306,30,0,144,2,0
2307,21,0,153,0,0
2308,29,1,176,0,1
2309,46,0,158,0,1
2310,35,0,182,2,1
2311,37,1,165,2,1
2312,39,0,140,2,0
2313,39,1,141,2,1
2314,21,0,168,0,0
2315,47,1,159,2,1
2316,56,0,171,1,0
2317,55,1,160,1,1
2318,29,0,184,1,0
2319,33,1,151,1,0
2320,26,1,159,1,0
2321,44,0,180,2,0
2322,30,1,171,0,0
2323,57,0,149,0,1
2324,25,0,155,2,0
2325,35,1,173,1,0
2326,34,0,160,1,0
2327,41,1,148,2,1
2328,20,1,145,1,0
2329,55,0,155,0,1
2330,53,1,158,2,1
2331,34,0,149,2,0
2332,26,0,146,0,0
2333,44,1,142,0,1
2334,23,1,153,0,0
2335,24,1,162,2,1
2336,57,1,142,0,1
2337,51,1,164,1,1
2338,47,1,168,0,1
2339,23,0,181,1,0
2340,54,0,181,2,0
2341,33,0,168,0,0
2342,37,1,160,1,0
2343,30,1,164,2,1
2344,58,1,147,1,1
2345,23,1,153,1,0
2346,47,0,162,0,1
2347,35,1,162,1,0
2348,54,0,177,0,1
2349,56,0,157,0,1
2350,59,1,161,1,1
2351,40,1,160,2,0
2352,45,0,142,0,1
2353,31,1,153,0,0
2354,37,0,150,1,0
2355,25,1,142,2,1
2356,39,0,146,0,0
2357,27,1,155,1,0
2358,24,1,145,1,0
2359,51,0,156,2,0
2360,49,0,154,0,1
2361,47,1,182,0,1
2362,52,1,167,0,1
2363,38,0,148,2,0
2364,49,0,184,2,0
2365,33,1,145,2,1
2366,29,1,149,2,1
2367,28,0,175,0,0
2368,45,1,148,1,1
2369,53,0,177,2,0
2370,37,0,144,0,0
2371,36,0,144,0,0
2372,27,1,179,1,0
2373,50,1,151,1,1
2374,36,1,160,1,0
2375,42,1,148,2,1
2376,57,0,172,2,0
2377,29,0,174,2,1
2378,32,0,183,1,0
2379,44,0,177,2,0
2380,42,0,160,1,0
2381,34,0,159,2,0
2382,53,0,144,0,1
2383,24,1,182,1,0
2384,25,0,173,1,0
2385,32,1,155,2,1
2386,32,1,176,0,1
2387,20,0,164,1,0
2388,25,1,176,1,0
2389,42,1,163,0,1
2390,53,0,172,2,0
2391,21,0,168,2,1
2392,30,1,142,0,0
2393,26,1,146,1,0
2394,36,0,142,2,0
2395,27,0,183,1,0
2396,47,0,163,0,1
2397,58,0,155,0,1
2398,40,1,167,2,0
2399,38,0,143,1,0
2400,26,1,183,0,1
2401,58,0,169,2,0
2402,54,0,184,1,0
2403,30,1,181,2,0
2404,59,0,142,2,0
2405,47,0,162,2,0
2406,50,1,140,1,1
2407,56,0,184,2,0
2408,54,0,140,2,0
2409,45,0,173,0,1
2410,47,0,155,0,1
2411,51,0,146,1,0
2412,23,1,141,0,0
2413,20,1,140,1,0
2414,57,0,161,1,0
2415,59,1,157,1,1
2416,32,0,146,1,0
2417,40,1,152,0,0
2418,31,0,149,0,0
2419,32,0,154,0,0
2420,47,0,146,0,1
2421,41,1,171,0,1
2422,32,1,141,2,1
2423,37,0,170,0,0
2424,59,1,172,2,1
2425,51,0,164,2,0
2426,49,0,175,0,1
2427,21,0,151,0,0
2428,57,1,160,0,1
2429,20,1,142,2,1
2430,43,0,152,0,1
2431,33,1,157,1,0
2432,28,0,160,0,0
2433,40,1,172,2,0
2434,38,1,141,0,0
2435,36,0,141,1,0
2436,33,0,174,0,0
2437,28,0,147,0,0
2438,26,0,163,1,0
2439,47,0,179,0,1
2440,57,1,141,1,1
2441,55,0,180,2,0
2442,46,0,162,2,0
2443,50,1,153,2,1
2444,32,0,180,0,0
2445,36,1,150,2,1
2446,43,1,177,0,1
2447,28,1,142,2,1
2448,36,0,177,0,0
2449,38,0,142,2,0
2450,30,0,171,0,0
2451,35,0,175,0,0
2452,58,0,167,1,0
2453,44,1,165,2,1
2454,56,0,150,1,0
2455,20,0,178,2,1
2456,23,1,178,1,0
2457,46,1,182,2,0
2458,40,1,164,0,0
2459,53,1,170,0,1
2460,44,1,150,1,1
2461,38,0,182,1,0
2462,29,1,143,0,0
2463,28,1,146,1,0
2464,27,1,149,1,0
2465,48,0,183,2,0
2466,39,0,141,2,0
2467,42,1,149,2,1
2468,23,1,165,2,1
2469,34,1,156,2,1
2470,22,0,147,0,0
2471,43,1,180,1,0
2472,44,0,183,0,1
2473,40,0,141,0,0
2474,55,1,140,0,1
2475,52,0,163,2,0
2476,54,0,166,0,1
2477,48,1,160,2,1
2478,57,1,183,2,0
2479,56,1,164,0,1
2480,38,0,182,0,0
2481,55,0,146,0,1
2482,59,1,160,2,1
2483,55,1,183,0,1
2484,21,0,176,2,1
2485,49,1,145,0,1
2486,40,0,147,2,0
2487,57,1,168,0,1
2488,55,1,148,2,1
2489,54,1,179,0,1
2490,47,0,172,0,1
2491,34,0,154,0,0
2492,50,0,157,0,1
2493,47,0,168,2,0
2494,24,1,145,1,0
2495,24,1,169,0,0
2496,26,1,180,2,0
2497,23,0,159,0,0
2498,59,0,154,2,0
2499,56,0,164,0,1
2500,47,0,147,2,0
2501,33,0,154,1,0
2502,20,1,166,2,1
2503,30,0,171,1,0
2504,49,0,153,2,0
2505,34,0,170,0,0
2506,20,0,146,1,0
2507,20,0,174,1,0
2508,52,0,178,0,1
2509,31,0,184,1,0
2510,49,1,142,0,1
2511,25,1,177,0,1
2512,25,1,179,2,0
2513,50,1,141,1,1
2514,38,0,141,0,0
2515,36,1,162,1,0
2516,37,0,182,2,1
2517,31,1,150,1,0
2518,29,0,154,1,0
2519,29,0,161,0,0
2520,46,1,179,1,0
2521,32,1,167,0,0
2522,20,0,163,0,0
2523,59,0,140,0,1
2524,48,1,177,1,0
2525,33,0,147,0,0
2526,43,0,151,0,1
2527,47,0,143,2,0
2528,45,0,159,2,0
2529,40,0,172,2,0
2530,32,0,180,2,1
2531,44,0,147,0,1
2532,25,0,179,2,1
2533,54,0,148,2,0
2534,32,1,150,0,0
2535,35,0,161,0,0
2536,41,0,176,1,0
2537,56,0,153,0,1
2538,32,0,170,0,0
2539,54,1,169,0,1
2540,25,1,166,2,1
2541,40,0,148,1,0
2542,51,1,159,2,1
2543,54,1,162,0,1
2544,43,0,182,0,1
2545,39,0,182,1,0
2546,41,1,150,0,1
2547,26,0,166,2,1
2548,24,1,166,1,0
2549,29,0,165,2,1
2550,44,0,144,2,0
2551,52,0,177,0,1
2552,30,1,178,1,0
2553,46,1,158,2,1
2554,47,1,171,0,1
2555,36,1,155,1,0
2556,54,0,184,0,1
2557,42,1,166,1,1
2558,48,0,142,1,0
2559,48,0,165,1,0
2560,34,0,173,1,0
2561,57,1,141,1,1
2562,45,0,152,0,1
2563,25,1,141,2,1
2564,22,0,151,0,0
2565,55,1,141,0,1
2566,31,1,143,2,1
2567,33,0,158,2,0
2568,55,0,171,2,0
2569,51,1,150,1,1
2570,50,1,141,0,1
2571,25,0,140,0,0
2572,49,0,152,2,0
2573,47,0,160,2,0
2574,21,0,166,0,0
2575,46,0,166,0,1
2576,48,0,141,1,0
2577,59,1,176,2,0
2578,59,0,179,2,0
2579,53,0,156,0,1
2580,52,1,173,1,1
2581,24,0,169,0,0
2582,20,0,176,0,0
2583,31,0,160,0,0
2584,55,1,181,2,0
2585,24,1,166,1,0
2586,46,1,147,1,1
2587,35,0,169,0,0
2588,48,0,148,2,0
2589,36,1,169,1,0
2590,26,1,155,2,1
2591,51,0,156,1,0
2592,22,0,170,0,0
2593,37,0,149,0,0
2594,21,1,169,1,0
2595,52,1,167,2,1
2596,53,1,171,1,1
2597,58,0,145,0,1
2598,24,1,161,2,1
2599,50,1,152,2,1
2600,24,0,156,2,0
2601,35,1,152,2,1
2602,41,0,168,0,1
2603,58,1,149,1,1
2604,30,1,165,1,0
2605,36,0,180,0,0
2606,22,1,176,0,1
2607,52,1,176,0,1
2608,59,0,176,2,0
2609,43,1,183,0,1
2610,21,0,157,0,0
2611,56,1,164,1,1
2612,45,0,163,2,0
2613,28,1,159,0,0
2614,47,1,154,1,1
2615,20,0,167,0,0
2616,55,1,163,2,1
2617,46,1,154,0,1
2618,42,0,181,0,1
2619,51,0,183,2,0
2620,21,1,156,1,0
2621,49,0,169,1,0
2622,23,1,168,0,0
2623,23,1,152,0,0
2624,54,0,140,0,1
2625,56,1,183,1,0
2626,40,1,179,0,0
2627,25,1,167,0,0
2628,44,0,160,2,0
2629,39,0,159,2,0
2630,57,1,148,0,1
2631,23,0,145,1,0
2632,39,1,147,1,0
2633,43,0,170,0,1
2634,50,1,142,0,1
2635,50,0,175,1,0
2636,45,0,148,2,0
2637,27,1,156,2,1
2638,32,1,156,2,1
2639,24,1,179,1,0
2640,47,1,147,0,1
2641,32,1,180,1,0
2642,30,1,183,0,1
2643,30,0,140,1,0
2644,26,1,162,1,0
2645,27,1,176,1,0
2646,20,0,177,2,1
2647,54,1,153,1,1
2648,52,1,182,2,0
2649,43,0,147,2,0
2650,20,1,145,1,0
2651,27,0,177,2,1
2652,50,1,183,0,1
2653,38,0,153,0,0
2654,52,0,175,2,0
2655,22,1,163,0,0
2656,58,1,154,1,1
2657,32,1,181,2,0
2658,20,0,145,0,0
2659,28,1,161,0,0
2660,23,0,166,1,0
2661,33,0,166,1,0
2662,46,1,150,2,1
2663,23,1,184,0,1
2664,58,1,179,2,0
2665,26,1,165,2,1
2666,26,1,147,0,0
2667,40,0,161,1,0
2668,22,0,182,2,1
2669,41,1,149,0,1
2670,38,1,184,0,1
2671,36,1,168,0,0
2672,53,0,153,1,0
2673,25,0,179,0,0
2674,49,1,152,0,1
2675,35,0,155,2,0
2676,45,0,176,2,0
2677,44,0,149,1,0
2678,56,1,146,0,1
2679,20,0,184,0,0
2680,33,0,161,1,0
2681,32,0,179,0,0
2682,26,0,162,1,0
2683,23,1,152,2,1
2684,52,0,176,2,0
2685,55,1,166,0,1
2686,33,1,175,1,0
2687,31,1,164,0,0
2688,37,1,148,2,1
2689,24,0,141,1,0
2690,43,0,163,1,0
2691,30,0,184,0,0
2692,58,1,170,1,1
2693,58,1,146,2,1
2694,56,0,150,1,0
2695,49,0,145,1,0
2696,45,1,161,1,1
2697,55,0,183,0,1
2698,27,1,144,2,1
2699,20,0,141,0,0
2700,20,1,180,0,1
2701,28,0,152,2,0
2702,23,0,143,0,0
2703,26,1,160,2,1
2704,57,0,180,2,0
2705,27,1,154,2,1
2706,33,0,151,0,0
2707,38,1,148,0,0
2708,37,1,153,0,0
2709,23,0,174,0,0
2710,28,0,175,2,1
2711,23,1,146,0,0
2712,31,1,148,1,0
2713,30,0,154,1,0
2714,35,0,172,2,1
2715,47,1,157,0,1
2716,58,0,173,1,0
2717,55,0,157,0,1
2718,38,0,168,0,0
2719,55,0,158,0,1
2720,41,1,160,0,1
2721,48,0,180,2,0
2722,53,0,145,0,1
2723,45,0,165,2,0
2724,30,0,170,1,0
2725,21,1,173,1,0
2726,41,0,174,0,1
2727,45,1,171,2,1
2728,30,0,153,1,0
2729,33,0,155,1,0
2730,22,1,144,0,0
2731,38,1,165,0,0
2732,40,0,170,1,0
2733,27,1,155,2,1
2734,41,1,166,1,1
2735,57,0,154,1,0
2736,39,1,144,2,1
2737,46,0,170,2,0
2738,26,0,163,2,1
2739,20,0,172,1,0
2740,28,1,166,1,0
2741,41,1,147,0,1
2742,57,0,152,1,0
2743,23,0,175,1,0
2744,48,0,179,2,0
2745,56,0,152,1,0
2746,59,1,177,0,1
2747,21,1,173,0,0
2748,25,1,157,1,0
2749,47,1,148,1,1
2750,51,1,145,0,1
2751,29,0,169,2,1
2752,27,1,159,2,1
2753,55,1,156,1,1
2754,25,0,151,0,0
2755,48,0,176,2,0
2756,41,1,161,2,1
2757,31,0,182,2,1
2758,23,0,169,0,0
2759,38,1,148,0,0
2760,55,0,148,0,1
2761,37,1,147,2,1
2762,47,1,149,2,1
2763,29,1,148,0,0
2764,39,0,177,0,0
2765,27,0,184,0,0
2766,27,0,157,0,0
2767,57,0,140,2,0
2768,54,0,169,2,0
2769,53,0,183,2,0
2770,30,0,175,2,1
2771,25,1,165,1,0
2772,48,1,163,0,1
2773,52,1,171,1,1
2774,39,1,146,1,0
2775,59,1,168,1,1
2776,50,1,144,0,1
2777,51,0,151,2,0
2778,21,1,157,2,1
2779,52,1,141,2,1
2780,20,0,147,2,0
2781,57,1,180,2,0
2782,41,0,163,0,1
2783,42,0,162,1,0
2784,47,0,164,2,0
2785,25,0,175,2,1
2786,55,1,179,1,0
2787,55,0,143,0,1
2788,23,1,177,2,0
2789,48,0,172,0,1
2790,47,0,172,2,0
2791,29,0,142,1,0
2792,23,0,168,0,0
2793,31,1,184,0,1
2794,42,1,151,0,1
2795,24,1,150,1,0
2796,49,0,159,0,1
2797,22,1,152,1,0
2798,50,1,163,1,1
2799,25,0,181,2,1
2800,32,1,143,1,0
2801,37,0,175,2,1
2802,35,0,163,1,0
2803,44,1,142,0,1
2804,41,0,161,1,0
2805,23,0,142,0,0
2806,51,1,167,1,1
2807,26,1,143,2,1
2808,53,1,145,2,1
2809,31,1,142,0,0
2810,59,0,154,1,0
2811,28,0,155,0,0
2812,23,1,172,2,1
2813,59,0,152,1,0
2814,45,0,148,1,0
2815,26,1,147,2,1
2816,27,0,183,2,1
2817,49,1,174,0,1
2818,25,1,153,2,1
2819,58,0,183,0,1
2820,23,1,152,2,1
2821,27,1,177,0,1
2822,43,1,173,2,1
2823,44,0,180,0,1
2824,49,1,168,1,1
2825,37,0,152,2,0
2826,53,0,173,0,1
2827,34,1,175,2,1
2828,36,0,173,2,1
2829,21,0,168,1,0
2830,20,1,142,0,0
2831,35,1,170,1,0
2832,36,1,144,2,1
2833,28,0,163,0,0
2834,40,0,154,0,0
2835,45,1,176,0,1
2836,20,1,144,2,1
2837,59,0,177,1,0
2838,22,0,158,1,0
2839,26,0,159,1,0
2840,23,0,178,1,0
2841,50,1,157,1,1
2842,33,1,182,1,0
2843,40,0,164,1,0
2844,31,0,141,2,0
2845,31,0,178,0,0
2846,25,1,172,1,0
2847,36,0,142,0,0
2848,33,0,177,2,1
2849,28,0,149,1,0
2850,47,0,155,0,1
2851,26,1,145,1,0
2852,24,0,146,1,0
2853,35,0,168,0,0
2854,20,1,175,2,1
2855,59,1,176,0,1
2856,57,0,148,2,0
2857,26,0,141,0,0
2858,49,0,146,1,0
2859,45,0,155,1,0
2860,32,0,147,2,0
2861,20,0,149,1,0
2862,48,0,182,0,1
2863,27,1,156,2,1
2864,21,1,183,1,0
2865,27,0,158,1,0
2866,46,1,151,1,1
2867,42,1,161,0,1
2868,34,0,172,2,1
2869,51,0,157,0,1
2870,41,1,149,1,1
2871,27,1,157,1,0
2872,56,1,148,2,1
2873,36,0,176,2,1
2874,26,1,183,2,0
2875,40,1,167,2,0
2876,58,1,157,2,1
2877,24,0,181,1,0
2878,36,0,141,1,0
2879,54,1,168,0,1
2880,34,0,162,0,0
2881,59,1,160,0,1
2882,35,1,175,1,0
2883,44,0,181,2,0
2884,34,0,157,1,0
2885,30,1,183,0,1
2886,24,0,149,0,0
2887,40,0,171,0,0
2888,31,0,172,1,0
2889,49,1,171,1,1
2890,23,1,151,0,0
2891,46,0,171,0,1
2892,47,1,155,0,1
2893,22,1,159,2,1
2894,22,0,169,0,0
2895,43,0,159,2,0
2896,48,1,165,0,1
2897,38,1,183,1,0
2898,21,0,161,2,1
2899,24,0,166,1,0
2900,56,1,140,2,1
2901,37,1,157,2,1
2902,44,1,140,2,1
2903,45,1,181,2,0
2904,32,1,149,2,1
2905,54,0,181,0,1
2906,41,1,154,2,1
2907,29,1,183,1,0
2908,56,0,148,0,1
2909,26,1,176,2,0
2910,37,1,183,0,1
2911,51,0,176,1,0
2912,26,0,184,2,1
2913,36,0,151,2,0
2914,50,1,159,0,1
2915,48,0,161,1,0
2916,31,1,152,2,1
2917,52,0,142,1,0
2918,58,1,142,1,1
2919,45,0,144,2,0
2920,58,0,149,1,0
2921,49,0,184,0,1
2922,22,0,184,1,0
2923,39,0,160,2,0
2924,32,0,160,1,0
2925,38,0,161,0,0
2926,20,1,174,2,1
2927,42,1,164,1,1
2928,37,0,178,1,0
2929,24,0,172,1,0
2930,24,0,176,1,0
2931,38,0,178,2,1
2932,25,0,160,2,0
2933,34,0,180,0,0
2934,30,1,159,1,0
2935,49,1,154,1,1
2936,39,1,141,1,0
2937,54,1,166,2,1
2938,23,0,149,1,0
2939,28,1,184,0,1
2940,46,1,180,1,0
2941,38,1,179,1,0
2942,24,1,152,0,0
2943,27,0,168,1,0
2944,49,0,184,2,0
2945,55,1,144,0,1
2946,35,0,165,0,0
2947,23,1,172,0,0
2948,23,1,140,2,1
2949,26,0,179,1,0
2950,22,1,142,2,1
2951,57,1,183,1,0
2952,44,1,153,1,1
2953,55,1,174,0,1
2954,23,1,178,1,0
2955,27,0,158,1,0
2956,47,0,176,2,0
2957,22,0,156,1,0
2958,27,1,175,1,0
2959,30,1,180,0,1
2960,25,1,181,0,1
2961,42,1,163,1,1
2962,21,0,173,0,0
2963,26,0,142,2,0
2964,48,1,162,0,1
2965,25,1,170,1,0
2966,30,1,169,1,0
2967,27,0,148,2,0
2968,49,1,158,0,1
2969,56,1,174,1,1
2970,38,1,179,1,0
2971,22,0,156,2,0
2972,49,0,173,1,0
2973,52,0,162,1,0
2974,45,0,171,2,0
2975,56,0,167,0,1
2976,39,0,144,1,0
2977,52,1,142,1,1
2978,47,0,165,2,0
2979,46,0,166,1,0
2980,48,0,161,2,0
2981,43,0,175,2,0
2982,38,1,181,1,0
2983,25,0,164,2,1
2984,21,0,145,2,0
2985,41,0,140,0,1
2986,54,0,175,2,0
2987,21,0,142,0,0
2988,49,1,160,0,1
2989,54,0,164,1,0
2990,34,0,153,2,0
2991,50,0,180,2,0
2992,29,0,150,0,0
2993,47,0,177,2,0
2994,27,1,170,2,1
2995,32,1,159,1,0
2996,49,1,150,2,1
2997,56,1,159,1,1
2998,58,1,167,1,1
2999,48,1,174,1,1
3000,41,0,173,0,1
3001,43,0,152,2,0
3002,57,0,166,2,0
3003,40,0,175,0,0
3004,33,0,153,0,0
3005,21,1,174,2,1
3006,28,1,184,2,0
3007,59,0,173,2,0
3008,29,0,148,1,0
3009,37,1,166,2,1
3010,45,0,168,2,0
3011,43,1,168,1,1
3012,30,1,156,2,1
3013,46,1,149,1,1
3014,33,1,180,1,0
3015,51,0,180,1,0
3016,41,0,144,1,0
3017,53,1,145,2,1
3018,21,0,145,1,0
3019,52,0,159,2,0
3020,26,0,176,1,0
3021,54,1,142,2,1
3022,50,1,174,0,1
3023,46,1,172,2,1
3024,58,0,159,2,0
3025,56,1,177,2,0
3026,37,1,144,1,0
3027,32,1,144,1,0
3028,59,1,149,1,1
3029,45,1,147,1,1
3030,20,1,140,0,0
3031,58,1,142,0,1
3032,50,0,143,0,1
3033,56,0,148,2,0
3034,58,1,182,0,1
3035,48,0,146,2,0
3036,43,0,175,2,0
3037,35,1,170,2,1
3038,58,1,160,1,1
3039,58,1,182,2,0
3040,42,0,166,2,0
3041,27,1,182,0,1
3042,57,0,182,0,1
3043,22,1,177,0,1
3044,33,1,178,0,1
3045,40,0,176,1,0
3046,49,0,155,0,1
3047,52,1,142,0,1
3048,39,1,161,1,0
3049,42,1,184,2,0
3050,42,0,152,0,1
3051,57,1,155,2,1
3052,54,1,151,2,1
3053,58,1,161,0,1
3054,41,1,141,2,1
3055,48,1,153,2,1
3056,54,0,157,0,1
3057,21,1,177,0,1
3058,37,0,177,1,0
3059,54,0,165,0,1
3060,33,0,152,2,0
3061,37,1,153,1,0
3062,51,0,173,0,1
3063,41,1,143,2,1
3064,54,1,176,1,0
3065,21,1,177,0,1
3066,25,0,179,2,1
3067,58,1,174,1,1
3068,51,1,177,1,0
3069,48,1,150,1,1
3070,58,1,174,0,1
3071,24,0,169,0,0
3072,57,0,173,1,0
3073,27,1,168,0,0
3074,23,1,169,2,1
3075,41,0,170,0,1
3076,41,1,178,0,1
3077,46,0,140,1,0
3078,22,1,169,1,0
3079,48,0,140,1,0
3080,52,0,155,2,0
3081,57,1,140,2,1
3082,53,1,178,1,0
3083,55,0,155,1,0
3084,52,0,146,0,1
3085,59,1,146,0,1
3086,37,1,148,1,0
3087,29,1,172,0,0
3088,55,1,178,2,0
3089,42,0,183,1,0
3090,25,1,174,1,0
3091,42,1,140,0,1
3092,29,0,175,2,1
3093,21,1,160,1,0
3094,25,1,153,2,1
3095,24,0,163,1,0
3096,27,1,177,2,0
3097,39,1,152,0,0
3098,58,1,166,1,1
3099,33,0,170,2,1
3100,31,0,169,0,0
3101,43,0,163,2,0
3102,58,1,155,0,1
3103,31,0,147,2,0
3104,51,0,160,0,1
3105,23,0,183,2,1
3106,22,1,143,1,0
3107,27,1,171,0,0
3108,22,0,140,2,0
3109,45,1,176,0,1
3110,25,1,147,0,0
3111,36,1,167,2,1
3112,28,1,158,1,0
3113,37,0,167,0,0
3114,48,1,174,2,1
3115,34,0,158,2,0
3116,26,1,140,2,1
3117,33,1,169,0,0
3118,48,0,169,1,0
3119,23,0,168,1,0
3120,58,1,155,2,1
3121,24,1,183,1,0
3122,20,1,142,2,1
3123,31,0,147,1,0
3124,58,0,146,2,0
3125,26,1,144,2,1
3126,40,1,165,0,0
3127,26,1,156,2,1
3128,36,0,151,1,0
3129,20,1,181,2,0
3130,23,1,144,0,0
3131,25,1,170,0,0
3132,59,0,164,2,0
3133,36,1,146,1,0
3134,45,1,172,2,1
3135,50,0,163,2,0
3136,47,0,159,1,0
3137,31,0,177,0,0
3138,20,1,178,2,0
3139,53,0,178,2,0
3140,45,1,144,1,1
3141,34,0,152,0,0
3142,54,1,157,2,1
3143,58,0,148,2,0
3144,39,1,173,0,0
3145,54,1,149,0,1
3146,58,0,179,1,0
3147,41,1,176,0,1
3148,40,1,158,2,0
3149,46,0,140,0,1
3150,55,1,156,1,1
3151,47,0,183,2,0
3152,23,0,147,1,0
3153,45,0,179,2,0
3154,27,0,158,2,0
3155,24,0,144,1,0
3156,24,1,165,0,0
3157,29,1,150,1,0
3158,24,1,172,1,0
3159,53,0,161,2,0
3160,30,0,174,0,0
3161,43,1,154,2,1
3162,52,1,170,0,1
3163,33,0,150,1,0
3164,41,1,147,1,1
3165,48,1,156,2,1
3166,43,0,184,1,0
3167,25,0,167,0,0
3168,22,0,184,2,1
3169,20,0,172,1,0
3170,29,0,179,1,0
3171,27,1,163,0,0
3172,49,1,146,1,1
3173,41,1,152,2,1
3174,36,1,144,0,0
3175,34,0,158,2,0
3176,39,1,154,2,1
3177,57,1,160,1,1
3178,46,1,177,0,1
3179,32,1,175,0,0
3180,35,0,146,0,0
3181,39,1,184,0,1
3182,38,1,169,0,0
3183,22,1,150,0,0
3184,36,1,166,1,0
3185,31,0,142,2,0
3186,55,0,162,0,1
3187,29,0,177,0,0
3188,29,0,157,2,0
3189,50,0,173,2,0
3190,42,1,168,0,1
3191,40,0,142,1,0
3192,39,0,181,2,1
3193,24,0,148,2,0
3194,35,1,158,1,0
3195,53,1,152,1,1
3196,20,0,157,0,0
3197,35,0,168,0,0
3198,33,0,180,2,1
3199,29,1,158,2,1
3200,30,0,155,2,0
3201,59,1,140,0,1
3202,54,1,184,2,0
3203,59,1,144,2,1
3204,21,0,153,2,0
3205,28,0,151,0,0
3206,20,1,167,0,0
3207,31,1,183,1,0
3208,46,0,147,0,1
3209,50,1,164,1,1
3210,39,0,151,1,0
3211,41,1,166,1,1
3212,21,1,175,1,0
3213,38,0,155,0,0
3214,48,0,152,0,1
3215,31,1,154,0,0
3216,59,0,146,2,0
3217,29,0,158,1,0
3218,44,0,180,2,0
3219,24,1,155,0,0
3220,46,0,160,1,0
3221,41,0,157,1,0
3222,34,1,148,0,0
3223,49,0,168,2,0
3224,21,0,154,0,0
3225,34,0,173,2,1
3226,20,1,171,0,0
3227,35,1,151,2,1
3228,53,0,149,0,1
3229,52,0,184,0,1
3230,57,1,172,2,1
3231,25,0,180,2,1
3232,50,1,161,0,1
3233,29,1,179,0,1
3234,27,1,150,2,1
3235,50,0,173,0,1
3236,41,0,149,2,0
3237,50,1,168,0,1
3238,28,0,142,2,0
3239,21,0,153,2,0
3240,41,1,182,2,0
3241,28,1,151,2,1
3242,20,1,154,1,0
3243,47,1,165,1,1
3244,45,1,140,0,1
3245,49,1,164,2,1
3246,27,1,183,1,0
3247,46,1,147,1,1
3248,51,1,158,2,1
3249,34,1,141,2,1
3250,39,1,144,1,0
3251,28,1,178,1,0
3252,59,0,177,0,1
3253,49,1,158,0,1
3254,43,0,177,2,0
3255,33,0,149,0,0
3256,21,0,157,0,0
3257,45,0,180,2,0
3258,44,0,178,2,0
3259,50,1,160,2,1
3260,36,1,153,1,0
3261,31,1,166,2,1
3262,59,0,143,0,1
3263,27,0,157,0,0
3264,58,1,172,2,1
3265,41,1,154,0,1
3266,44,0,151,2,0
3267,57,1,179,0,1
3268,56,1,181,0,1
3269,52,0,166,1,0
3270,29,0,159,0,0
3271,36,1,143,1,0
3272,55,0,158,0,1
3273,23,1,172,1,0
3274,59,1,158,0,1
3275,57,1,142,2,1
3276,23,0,171,0,0
3277,55,0,144,0,1
3278,21,0,144,0,0
3279,23,1,146,1,0
3280,31,0,146,2,0
3281,23,0,141,1,0
3282,32,1,153,1,0
3283,52,0,142,2,0
3284,59,0,156,1,0
3285,20,0,155,1,0
3286,43,0,154,2,0
3287,27,1,147,1,0
3288,21,0,151,0,0
3289,54,1,158,2,1
3290,33,1,175,0,0
3291,50,1,143,0,1
3292,41,0,140,2,0
3293,37,1,159,2,1
3294,43,0,179,0,1
3295,55,0,158,2,0
3296,53,1,150,2,1
3297,26,0,173,0,0
3298,44,0,163,2,0
3299,54,1,164,0,1
3300,58,0,162,0,1
